MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367650190,2023-01-19T00:00:04,30.08283,-93.33186,0,289.2,218,TY DOLESE,,WDH7645,31,Power-driven vessel pushing ahead/towing alongside,26,,,90,A
338031889,2023-01-19T00:00:03,35.71887,-76.01388,6.4,176.3,511,GOOSE CREEK,,,31,Under way sailing,18,7,,52,A
367472940,2023-01-19T00:00:03,38.43573,-82.60027,0,60,511,MARATHON,,WDF6313,31,Power-driven vessel pushing ahead/towing alongside,41,13,,57,A
366969980,2023-01-19T00:00:09,37.79668,-122.39328,0,243,233,MARIN,,WZC8518,60,Under way using its engine,46,9,,40,A
636014644,2023-01-19T00:00:04,29.03438,-94.45777,0.7,13,297,DIAPOROS,IMO9222302,A8VP5,70,Under way using its engine,300,40,14.3,74,A
367428170,2023-01-19T00:00:05,30.45177,-91.19215,6.1,345.7,511,CAJUN HUSTLER,,WDF2447,31,Under way using its engine,17,6,,31,A
367682990,2023-01-19T00:00:00,29.96122,-90.28513,0,26.8,511,RENA MARIE,,WDI2909,31,Power-driven vessel pushing ahead/towing alongside,26,,,90,A
304010792,2023-01-19T00:00:04,26.088,-80.11983,0.2,167,358,JAN CARIBE,IMO8815308,V2QD,70,Under way using its engine,94,16,5,70,A
368286780,2023-01-19T00:00:00,29.99179,-90.42847,0,131,186,REPOSE,IMO1041355,WDN5068,31,Under way using its engine,87,33,3.5,31,A
368039240,2023-01-19T00:00:04,35.08319,-90.14175,0,291.2,511,JOY GLYNN,,WDK2817,0,Under way using its engine,0,0,0,0,A
366766860,2023-01-19T00:00:01,38.67048,-74.94419,7.7,171,169,EXPLORER,IMO7397660,WBN7618,31,Under way using its engine,41,11,5.1,32,A
367436230,2023-01-19T00:00:06,37.79505,-122.3914,0,208.9,234,TAURUS,IMO9550773,WDF3127,60,Under way using its engine,34,8,1.9,60,A
367468920,2023-01-19T00:00:04,29.94335,-90.1745,0,236.7,511,ELWOOD JONES,,WDF5940,31,Undefined,13,6,,31,A
368183430,2023-01-19T00:00:01,29.94158,-89.9982,0.2,49.5,511,RAMPART,,WDL9921,50,Under way using its engine,0,0,0,50,A
367638120,2023-01-19T00:00:01,30.04756,-90.6533,0,166,269,KELLY RAE ERICKSON,,WDH6453,31,Under way using its engine,51,13,,52,A
316005725,2023-01-19T00:00:05,49.31169,-123.10699,0,0,511,CHARLES H CATES V,,,31,Under way using its engine,17,7,2.4,52,A
367509850,2023-01-19T00:00:05,32.84877,-79.93618,0.1,18.3,511,JAMES A MORAN,IMO9618874,WDF9887,31,Under way using its engine,27,12,3.2,31,A
316003663,2023-01-19T00:00:03,49.3127,-123.10695,0,247.3,181,SEASPAN CORSAIR,IMO7434779,CZ6447,31,Under way using its engine,25,7,3.9,52,A
367444220,2023-01-19T00:00:04,29.93977,-90.14256,0.9,185,511,WARREN JR,,WDF3805,31,Power-driven vessel pushing ahead/towing alongside,19,7,,52,A
367005130,2023-01-19T00:00:03,29.96828,-93.8594,0,272.4,511,GULF DAWN,IMO6709725,WCY2448,31,Power-driven vessel towing astern,29,8,3.3,0,A
367545030,2023-01-19T00:00:04,35.02449,-76.69562,0,360,511,LITTLE BRUTUS,,WDG5282,52,Under way using its engine,7,4,2,52,A
368124590,2023-01-19T00:00:03,29.75313,-95.09447,5.9,214.2,217,CECIL M,IMO9901855,WDL3746,52,Under way using its engine,30,13,5.4,52,A
366937030,2023-01-19T00:00:08,38.77683,-90.12898,0,275.5,511,AMY FRANCES,,WDB7139,31,Power-driven vessel pushing ahead/towing alongside,40,11,,57,A
367743720,2023-01-19T00:00:04,32.14906,-80.8233,5.1,53.3,511,ISLAND PROGRESS,IMO8987096,WDI8943,31,Under way using its engine,21,7,,52,A
367393030,2023-01-19T00:00:03,31.32691,-91.50833,10,191.4,188,KENNETH C SAVAGE,,WDE7412,31,Power-driven vessel pushing ahead/towing alongside,27,10,,57,A
220590000,2023-01-19T00:00:04,48.41465,-123.38877,0,323.7,85,MAERSK TENDER,IMO9388651,OYGS2,52,Under way sailing,73,20,7.2,52,A
368286850,2023-01-19T00:00:04,29.84743,-91.83647,4.5,40.7,38,REALIST,,WDN5074,31,Undefined,28,10,3.1,31,A
368189290,2023-01-19T00:00:05,30.23132,-93.25659,0,9.2,271,LILY G BROOKS,IMO1302688,WDM2560,57,Power-driven vessel pushing ahead/towing alongside,211,17,3,57,A
258641000,2023-01-19T00:00:00,18.12367,-68.13967,15.4,173,174,CLIPPER ORION,IMO9372420,LAHX6,80,Under way using its engine,204,32,12.1,81,A
367702130,2023-01-19T00:00:06,39.15806,-81.74465,0.1,319.1,166,DRU LIRETTE,,WDI4800,31,Power-driven vessel pushing ahead/towing alongside,41,14,,57,A
311001132,2023-01-19T00:00:01,33.56074,-74.69128,10.4,305.4,308,UNITY ODYSSEY,IMO9668934,C6FK6,70,Under way using its engine,179,30,7.7,70,A
316023452,2023-01-19T00:00:06,49.12311,-123.18177,0,347,511,SOUTHERN RIDGE,,CFG7267,30,Under way using its engine,21,,,30,A
367637350,2023-01-19T00:00:01,29.46413,-94.95871,2.4,211.3,511,GRACIE LEE,IMO8992601,WDH6380,31,Power-driven vessel pushing ahead/towing alongside,21,9,,57,A
563043700,2023-01-19T00:00:00,36.50013,-74.6352,0.5,37.9,8,LAMPARD,IMO972398000,9V5701,70,Under way using its engine,200,32,7.4,70,A
367166430,2023-01-19T00:00:01,29.23695,-95.21637,0,309.8,338,HENRYJ SOUDELIER III,,WDD5963,31,Power-driven vessel pushing ahead/towing alongside,25,10,,57,A
367744130,2023-01-19T00:00:03,29.94007,-90.13608,0,67.6,511,TAK I,,WDI8985,31,Under way using its engine,16,6,,79,A
367546250,2023-01-19T00:00:03,26.70324,-79.87462,10.1,0.5,355,SIMONE,IMO7029548,WDG5399,31,Under way using its engine,36,9,3.9,32,A
367605150,2023-01-19T00:00:03,46.21567,-124.13556,8.5,216.3,211,ASTORIA,,WDH3186,60,Under way using its engine,22,,,50,A
367595560,2023-01-19T00:00:04,35.08568,-90.10859,0.9,228.8,99,CAPT TOMMY PARRISH,,WDH2235,31,Under way using its engine,35,,,31,A
671082100,2023-01-19T00:00:06,25.79791,-80.24781,0,360,511,BIMINI CAT,,5VGA2,70,Under way using its engine,37,9,2,70,A
368099430,2023-01-19T00:00:04,29.1201,-90.21403,6.9,147.6,148,AXIS,IMO9700988,WDK8997,70,Under way using its engine,60,14,3.3,70,A
367485290,2023-01-19T00:00:08,29.99569,-93.91263,0,278.8,511,CAPT ANTHONY,,WDI6352,31,Under way using its engine,21,9,,31,A
366693850,2023-01-19T00:00:09,26.08246,-80.11538,0,29.5,84,BROWARD,IMO9123568,WCU2633,31,Under way using its engine,30,12,4.4,52,A
367740720,2023-01-19T00:00:09,40.92532,-73.9175,0,281.5,192,COPPER MOUNTAIN,IMO8976607,WDI8648,31,Under way using its engine,39,11,3.6,52,A
367591250,2023-01-19T00:00:02,27.86576,-82.44251,11.4,2,0,PATRIOT,IMO9712046,WDG9802,31,Under way using its engine,28,12,3.6,52,A
368058330,2023-01-19T00:00:04,39.98103,-75.07596,0,262.5,511,PURPLE  HAYS,,WDC9127,31,Undefined,0,0,3,31,A
367534990,2023-01-19T00:00:00,28.4082,-80.63045,0,272.5,511,SUNDAY MONEY,,WDG4291,37,Under way using its engine,26,,,37,A
368258880,2023-01-19T00:00:03,30.56608,-88.02776,0,93.1,511,HARRY S,IMO1323143,WDN2105,95,Has restricted maneuverability,10,10,2,95,A
367702220,2023-01-19T00:00:00,29.76626,-95.09178,0,166.3,326,JOE B WARD,,WDI4808,31,Power-driven vessel pushing ahead/towing alongside,21,8,,57,A
316009457,2023-01-19T00:00:04,42.98575,-82.41673,0,189.9,342,KAMINISTIQUA,IMO8119285,CFN4612,70,Under way using its engine,222,23,10,70,A
367581140,2023-01-19T00:00:04,29.77753,-95.10187,0,197.5,280,FURY,,WDG8794,31,Under way using its engine,22,,,31,A
366997760,2023-01-19T00:00:00,30.04124,-90.60786,5.8,227.8,225,JOANNE MARIE,IMO8635758,WDC2790,31,Under way using its engine,19,7,,52,A
367387420,2023-01-19T00:00:05,42.25942,-70.91883,5.6,142.8,146,RUTH E HUGHES,,WCY8367,60,Under way using its engine,30,7,,60,A
367405000,2023-01-19T00:00:01,47.65655,-122.36702,0,355.6,511,GOLDEN DAWN,IMO7915890,WCV9956,30,Under way using its engine,45,9,4.4,30,A
367547330,2023-01-19T00:00:09,38.77399,-84.95754,3.1,91.2,511,AMBER BRITTANY,,WDG5502,31,Under way using its engine,29,,,52,A
338438056,2023-01-19T00:00:01,30.22639,-93.25217,0,360,87,DREDGE MIKE HOOKS,,,33,Has restricted maneuverability,71,13,0,33,A
368131310,2023-01-19T00:00:01,41.64184,-87.47164,0,323.8,181,MAGGIE RAE,IMO1300900,WDL4426,52,Power-driven vessel pushing ahead/towing alongside,38,12,2.9,57,A
366997940,2023-01-19T00:00:02,26.83922,-97.46698,0.1,106.8,179,ROSS SALVAGGIO,IMO8635875,WDC2805,31,Power-driven vessel pushing ahead/towing alongside,20,7,,57,A
367755550,2023-01-19T00:00:01,38.44101,-82.33862,4.5,69.3,67,ROBERT E MURRAY II,,WDJ2135,31,Power-driven vessel pushing ahead/towing alongside,,,,57,A
636093051,2023-01-19T00:00:00,32.51486,-73.90543,15.8,89.8,92,MSC GENEVA,IMO9320427,5LDD4,79,Under way using its engine,283,40,10.3,79,A
366748650,2023-01-19T00:00:02,29.25468,-89.35583,4.3,231.8,511,DYLAN JOHN,IMO8977390,WDF9465,60,Moored (tied to another object to limit free movement),44,8,3,60,A
366953930,2023-01-19T00:00:02,40.58977,-74.20536,10.4,24.4,23,MATTHEW TIBBETTS,IMO8986949,WDB8156,31,Under way using its engine,29,8,3.3,52,A
366948310,2023-01-19T00:00:01,36.83866,-76.29136,0,228.6,334,FORT PIKE,,WAA9418,31,Undefined,19,7,,52,A
367592640,2023-01-19T00:00:04,29.62135,-89.90048,0.7,355.1,511,CAPT CJ,,WDG9929,31,Under way using its engine,21,,,31,A
367402450,2023-01-19T00:00:03,39.36117,-81.31935,0.7,236.1,511,ENID DIBERT,,WDE8178,31,Power-driven vessel pushing ahead/towing alongside,34,10,,31,A
368165580,2023-01-19T00:00:06,30.0264,-93.237,3.9,301.9,299,PARKER JAMES,,WDL8010,57,Power-driven vessel pushing ahead/towing alongside,158,16,3,57,A
367719770,2023-01-19T00:00:07,29.92212,-89.97329,0,360,511,THOMAS JEFFERSON,,WDI6544,60,Undefined,43,16,,90,A
367375270,2023-01-19T00:00:01,47.66685,-122.3935,0,360,511,POLAR WIND,IMO9056258,WDE6058,31,Under way using its engine,26,9,3.7,52,A
366893910,2023-01-19T00:00:05,45.59161,-83.62635,12.8,284.6,284,ALPENA,IMO5206362,WAV4647,70,Under way using its engine,158,20,7.5,70,A
367349450,2023-01-19T00:00:01,45.98886,-83.87917,0,277.2,89,DRUMMOND ISLANDER IV,,WDE4153,60,Under way using its engine,43,12,,60,A
367717440,2023-01-19T00:00:06,37.0201,-88.25222,0,250.6,511,HAZEL DEMERY,,WDI6316,31,Undefined,18,,,30,A
367456950,2023-01-19T00:00:05,30.0704,-93.34282,0,237.7,41,SPIRIT,IMO8981406,WDF4892,31,Power-driven vessel pushing ahead/towing alongside,22,9,,56,A
367005280,2023-01-19T00:00:08,29.96036,-93.86462,0.2,208.3,183,CREOLE ANN,,WDC3286,31,Under way using its engine,18,7,,57,A
215714000,2023-01-19T00:00:07,28.70114,-93.65428,12,305.8,305,SEABOSS,IMO9288332,9HXV7,70,Under way using its engine,189,32,12.5,70,A
367309480,2023-01-19T00:00:02,46.09517,-122.92113,0.1,203.1,262,W E IVANOFF,,WDD9292,31,Under way using its engine,16,6,,53,A
563051200,2023-01-19T00:00:03,29.00128,-80.31677,15.1,162.3,164,MONTE CERVANTES,IMO9283186,9V9767,79,Under way using its engine,272,40,9.8,79,A
367049470,2023-01-19T00:00:03,33.76289,-118.26621,0,214.9,511,STEPHEN M WHITE,,WCU6542,90,Undefined,15,4,,50,A
367426480,2023-01-19T00:00:05,29.12973,-89.61445,0,106.7,511,GARY CHIASSON ELEVAT,IMO8747953,WDF2244,90,Has restricted maneuverability,23,13,1.8,39,A
367449040,2023-01-19T00:00:05,29.93448,-93.12608,4.2,86.1,82,DAVID MCNEMAR,,WDF4192,31,Under way using its engine,26,9,,31,A
367611520,2023-01-19T00:00:00,46.20075,-123.75771,0,3.7,511,WASHINGTON,IMO9730646,WDI5795,31,Under way using its engine,36,10,,31,A
338316851,2023-01-19T00:00:04,39.2802,-76.58181,0,178.7,511,PRIME MERIDIAN,IMO0000000,,37,,15,5,,,B
367599760,2023-01-19T00:00:04,30.06166,-90.84928,0.4,231.7,511,RILEY ELIZABETH,,WDH2648,31,Power-driven vessel pushing ahead/towing alongside,39,12,,57,A
368237340,2023-01-19T00:00:01,29.75457,-95.09261,6.1,25.3,22,EMILY WEBBER,,WDM7797,32,Power-driven vessel pushing ahead/towing alongside,209,18,3.1,32,A
316042022,2023-01-19T00:00:04,49.31072,-123.10685,0,205,356,SEASPAN RAPTOR,IMO9766994,,52,Under way using its engine,24,11,5.3,52,A
367506740,2023-01-19T00:00:07,28.32567,-96.65233,6.3,59.7,57,LLANO,,WDF9589,31,Power-driven vessel pushing ahead/towing alongside,25,9,,57,A
367582190,2023-01-19T00:00:02,28.94786,-89.70714,0.6,138.3,511,LYLA ANGELLE,IMO8973318,WDG8896,60,Under way using its engine,41,8,2.7,60,A
367625810,2023-01-19T00:00:06,33.77291,-118.218,0,112.6,62,VETERAN,IMO9765720,WDH5227,31,Under way using its engine,31,12,,52,A
368528000,2023-01-19T00:00:00,36.90012,-75.23663,4,88.2,90,SHEARWATER,IMO8993966,WDF5838,90,Has restricted maneuverability,33,11,3,33,A
367466470,2023-01-19T00:00:02,30.06408,-90.85428,1,237.2,511,HONEST BOB,,WDJ4775,31,Undefined,17,7,,52,A
367674620,2023-01-19T00:00:06,47.53958,-122.64472,0.1,321.1,511,A COUPLE OF BUCKS,,WDI2090,37,,12,,,,B
368217380,2023-01-19T00:00:01,29.96873,-93.85985,0,237.8,511,MFS SHIFTER,,WDM5593,31,Under way using its engine,17,8,2.1,31,A
367530640,2023-01-19T00:00:06,29.45821,-94.67168,6.1,247.4,247,CECIL,IMO8976528,WDG3881,31,Power-driven vessel pushing ahead/towing alongside,21,9,,57,A
367713740,2023-01-19T00:00:09,38.87127,-90.56722,0.2,360,511,GOLDEN EAGLE,,WDI5957,31,Undefined,12,,,60,A
366921080,2023-01-19T00:00:01,29.95571,-90.04304,0,55.1,511,MIRIAM W COOPER,,WDB6267,31,Under way using its engine,29,7,,52,A
305350000,2023-01-19T00:00:05,24.40257,-80.3207,10.2,59,63,K-STORM,IMO9389435,V2DV8,70,Under way using its engine,139,22,7.4,70,A
367654520,2023-01-19T00:00:03,29.4077,-94.74067,0,360,43,NANCY SONIER,,WDH8086,31,Under way using its engine,23,,,57,A
368756000,2023-01-19T00:00:06,35.07365,-90.12262,0,208.9,511,HURLEY,,AEDT,90,Has restricted maneuverability,,,,33,A
316011515,2023-01-19T00:00:00,48.91063,-123.25397,7.2,307.2,310,HMCS WOLF,,CGBP,90,Under way using its engine,,,,35,A
372804000,2023-01-19T00:00:02,26.08028,-79.37972,10.9,267.3,257,PELAGIC EXPRESS,IMO9390381,HOSN,70,Under way using its engine,81,13,4.7,0,A
368124040,2023-01-19T00:00:02,29.75741,-95.09512,1,125.7,356,HOCKLEY,,WDL3688,57,Power-driven vessel pushing ahead/towing alongside,99,17,2.8,57,A
367313530,2023-01-19T00:00:05,29.6344,-91.08558,6.1,321.8,511,STEPHANIE A SETTOON,,WDD9594,31,Under way using its engine,15,6,,90,A
367458770,2023-01-19T00:00:04,30.73049,-88.04072,0,81.2,511,BETTY ANN,,WDF5049,31,Undefined,15,6,,31,A
368285040,2023-01-19T00:00:05,29.61249,-90.70857,0,284.4,303,JACK CENAC,,WDN4878,52,Undefined,18,9,0,52,A
367362710,2023-01-19T00:00:00,30.12644,-90.91933,6.9,147.9,157,ARTHUR J CARSON,IMO8842337,WDE5148,31,Under way using its engine,27,9,,57,A
367306940,2023-01-19T00:00:04,38.57784,-90.21874,5.1,61.5,511,MISS SHIRLEY,,WDD9105,31,Undefined,20,7,,31,A
368181940,2023-01-19T00:00:01,29.30926,-94.81811,0,360,511,CORAL SEA,,WDL9754,33,Power-driven vessel pushing ahead/towing alongside,9,6,0,33,A
316003447,2023-01-19T00:00:00,49.1183,-123.16432,0,274.9,511,SNOW DRIFT,IMO7823023,CZ4108,30,Undefined,24,7,2.7,30,A
367649760,2023-01-19T00:00:02,41.72456,-87.54005,0,240.3,511,ARIZONA,,WDH7602,31,Undefined,24,6,,99,A
367001730,2023-01-19T00:00:02,30.44065,-91.19234,0,296.4,511,VERA BISSO,IMO9221140,WDC3027,31,Under way using its engine,31,12,4.9,52,A
367716740,2023-01-19T00:00:02,40.54482,-80.63876,0,360,511,JOE T,,WDI6250,31,Under way using its engine,20,,,31,A
367464090,2023-01-19T00:00:03,42.38995,-71.05423,0,0,511,TOWLINE,,WDF5513,31,Under way using its engine,19,5,,31,A
368926043,2023-01-19T00:00:05,41.51841,-90.56388,0,258.3,235,BETTENDORF,,AEPU,90,Undefined,,,,31,A
209513000,2023-01-19T00:00:03,27.92366,-82.44749,2.6,177.9,511,OCEAN PEARL,IMO9060247,C4BQ2,70,Under way using its engine,169,27,9.8,49,A
368157410,2023-01-19T00:00:05,42.36762,-71.06007,0.1,241.6,511,CRISPUS ATTUCKS,,WDL7133,60,Under way using its engine,22,6,2,60,A
367582150,2023-01-19T00:00:03,39.00393,-90.57617,0,234.8,348,JASON W NYBERG,,WDG8892,31,Power-driven vessel pushing ahead/towing alongside,41,14,,57,A
368090850,2023-01-19T00:00:03,30.07725,-94.07059,0,179.2,261,LOUISE NEWELL,,WDK8102,31,Power-driven vessel pushing ahead/towing alongside,22,9,3,31,A
367600490,2023-01-19T00:00:06,30.46819,-91.19333,0,61.1,351,SAN SABA,,WDH2719,31,Power-driven vessel pushing ahead/towing alongside,23,,,52,A
367680760,2023-01-19T00:00:05,29.9355,-93.0981,0,351.2,80,AMBRIE DUPRE,,WDI2693,31,Power-driven vessel pushing ahead/towing alongside,22,,,57,A
368106220,2023-01-19T00:00:06,38.53649,-90.25741,0.1,115.5,13,CHARLIE T,,WDK9723,70,Undefined,20,10,0,70,A
367744990,2023-01-19T00:00:00,29.19823,-89.98275,7.1,60.7,511,MISS TINA II,IMO8854471,WDI9075,30,Under way using its engine,28,8,,30,A
368246910,2023-01-19T00:00:06,39.41751,-76.02964,0,360,511,KOKO_6,IMO1095096,895,33,Undefined,0,0,0,33,A
367012660,2023-01-19T00:00:06,39.71692,-75.51679,0,285,511,SALLY,IMO8973019,WDC3701,31,Under way using its engine,21,9,,52,A
367108820,2023-01-19T00:00:01,37.65928,-76.44115,0,287.2,511,TIDELANDS,IMO7309443,WX5026,30,Under way using its engine,61,9,,30,A
316003459,2023-01-19T00:00:04,48.36989,-123.7256,0,194.1,34,SUN MAIDEN,IMO7629245,CZ4548,30,Engaged in fishing,22,6,2.8,30,A
366954420,2023-01-19T00:00:00,27.78223,-82.58263,26.4,258.7,260,PROVINCETOWN III,IMO9329394,WDB8185,60,Under way using its engine,30,9,1.9,60,A
367599850,2023-01-19T00:00:03,29.91468,-90.07714,0,327.7,252,BRIAN LEE TESTE,,WDH2656,31,Power-driven vessel pushing ahead/towing alongside,23,9,,56,A
303902000,2023-01-19T00:00:05,38.09612,-122.26607,0,29,299,CG HEALY,IMO9083380,NEPP,90,Under way using its engine,128,24,8.5,55,A
368185000,2023-01-19T00:00:01,29.61933,-89.90969,0,281,511,DEE WHITE,IMO9127227,WCW4132,31,Under way using its engine,35,10,4.8,30,A
366850210,2023-01-19T00:00:02,29.94317,-90.17468,0,216.7,223,CUMBERLAND,,WDA8058,31,Under way using its engine,21,9,,57,A
368270390,2023-01-19T00:00:04,29.77231,-93.3452,5,182.1,185,GO SEEKER,IMO9579157,WDN3304,75,Moored (tied to another object to limit free movement),48,14,3,75,A
367438530,2023-01-19T00:00:02,29.11921,-90.21174,0,360,511,CAPT PEYTON P,IMO9593050,WDF3321,60,Under way using its engine,44,9,,60,A
366990560,2023-01-19T00:00:01,40.77607,-74.00893,6.4,303.5,511,JOHN STEVENS,,WDD8674,60,Under way using its engine,28,7,,60,A
367002580,2023-01-19T00:00:02,32.80387,-88.07229,4,326.6,302,CHANDY N,,WDC3098,31,Under way using its engine,21,8,,31,A
368261240,2023-01-19T00:00:04,38.85477,-90.11783,0,262,511,FRONTIER EXPRESS,,WDN2347,57,Under way using its engine,107,25,2.6,57,A
366812830,2023-01-19T00:00:07,30.22452,-93.26412,0,321.3,201,JANE ANN BLESSEY,IMO8635576,WDA4762,31,Power-driven vessel pushing ahead/towing alongside,25,9,,57,A
368174490,2023-01-19T00:00:03,30.02327,-90.47622,3.5,176.2,511,ROCK SOLID,,WDL8951,31,Reserved for future use,0,0,0,31,A
367422010,2023-01-19T00:00:07,33.73337,-118.09513,0.1,175.6,511,VALKYRIE,,WCZ5436,33,Has restricted maneuverability,62,22,0,33,A
538009732,2023-01-19T00:00:04,17.20136,-68.36564,10.3,311.3,315,VIKING PRINCESS,IMO9136967,V7A5095,70,Under way using its engine,117,20,5.3,70,A
538005171,2023-01-19T00:00:04,29.31198,-94.63541,10.3,119.5,118,STI VIRTUS,IMO9686699,V7AY4,80,Under way using its engine,183,32,13.3,80,A
367575130,2023-01-19T00:00:05,35.08312,-90.14182,0,261.3,511,LUCY WEPFER,,WDG8209,31,Undefined,18,,,31,A
369629000,2023-01-19T00:00:04,21.30504,-157.86465,0.1,66.3,511,MAJESTIC,IMO8986016,WDI7186,60,Under way using its engine,45,9,,0,A
368731000,2023-01-19T00:00:05,37.16924,-76.15251,10.9,177,173,CG FRANK DREW,IMO9177258,NKDL,90,Under way using its engine,53,10,2.4,99,A
367443920,2023-01-19T00:00:06,30.07532,-93.27393,0,63.2,319,JOHN 3:16,IMO8975835,WDF3781,31,Power-driven vessel pushing ahead/towing alongside,21,8,,57,A
367401030,2023-01-19T00:00:06,37.82212,-122.31205,0,215.9,288,DELTA BILLIE,IMO9562207,WDE8059,31,Under way using its engine,30,12,,31,A
367576110,2023-01-19T00:00:06,33.3442,-118.32264,0,360,511,SENTINEL,IMO8963741,WDG8305,60,Has restricted maneuverability,26,6,,60,A
333333333,2023-01-19T00:00:06,25.31078,-80.27938,0.1,121,177,III AMIGOS,,,0,Undefined,31,6,0,0,A
367637960,2023-01-19T00:00:03,35.52447,-89.98979,3,51,64,JOHN PAUL ECKSTEIN,,WDH6438,31,Anchored,51,14,,57,A
368129460,2023-01-19T00:00:08,30.37095,-88.56518,0,249.5,277,SIGNET FREEDOM,,WDL4233,57,Power-driven vessel pushing ahead/towing alongside,86,12,3.1,57,A
367618990,2023-01-19T00:00:08,32.37929,-90.87488,0,331.9,323,BIG J O,,WDH4558,31,Undefined,37,,,30,A
538008269,2023-01-19T00:00:04,29.2088,-94.56749,0.6,200,77,YASA PELICAN,IMO9857224,V7A2170,80,Anchored,183,32,8.6,80,A
368157130,2023-01-19T00:00:02,34.31293,-88.42061,3.4,193.5,189,MARY LYNN COOPER,,WDL7102,57,Power-driven vessel pushing ahead/towing alongside,22,9,0,57,A
366978910,2023-01-19T00:00:00,29.95126,-90.16425,0.8,258.6,511,RUBY E,,WDF2945,31,Undefined,17,7,,52,A
235090339,2023-01-19T00:00:06,41.62242,-70.34555,0.1,254.2,302,MENA C OF RHU,IMO9636125,2FDG5,52,Under way using its engine,24,11,2.8,52,A
338208166,2023-01-19T00:00:03,26.88533,-80.07046,6.9,342.7,511,TEERAK,,,37,,,,,,B
338190965,2023-01-19T00:00:00,47.64203,-122.34242,0,49.7,511,ROYAL CHINOOK,,,37,,18,,,,B
366961490,2023-01-19T00:00:02,35.13372,-90.13541,4.6,104.1,118,O H INGRAM,,WDB8610,31,Under way using its engine,56,16,,57,A
367489520,2023-01-19T00:00:08,29.28842,-94.91773,9.6,287.9,289,CALLIE DEVALL,,WDF7920,31,Power-driven vessel pushing ahead/towing alongside,21,9,,31,A
366981910,2023-01-19T00:00:00,32.6864,-117.13305,0,162,511,C-TRACTOR 11,IMO8875451,WCO3211,31,Undefined,27,10,3.4,52,A
366857070,2023-01-19T00:00:01,33.35458,-118.31751,19.5,15.6,511,JET CAT EXPRESS,IMO9367475,WDA8695,60,Moored (tied to another object to limit free movement),44,10,,40,A
366940860,2023-01-19T00:00:02,29.9622,-92.83772,5.3,69,511,MISS MICHELLE,,WDB7343,31,Under way using its engine,17,6,,90,A
367688280,2023-01-19T00:00:01,29.54029,-94.47579,7.4,31.3,21,LOUISE CENAC,,WDI3433,31,Under way using its engine,21,,,52,A
368077290,2023-01-19T00:00:02,29.78774,-95.07234,0,270.4,248,JANIS ELIZABETH,,WDK6711,32,Power-driven vessel pushing ahead/towing alongside,22,10,3.1,32,A
367396120,2023-01-19T00:00:01,37.06931,-89.17209,2.6,296,25,LEMONT TRADER,,WDE7669,31,Power-driven vessel pushing ahead/towing alongside,26,9,,52,A
368021310,2023-01-19T00:00:00,29.64511,-91.09542,0,360,511,MISS SOPHIA CLAIRE,,WDJ8941,31,Undefined,0,0,0,31,A
367704150,2023-01-19T00:00:02,33.75226,-118.16904,0.4,337.4,511,KRISTINA,,WDI5000,60,Under way using its engine,23,6,,60,A
636016415,2023-01-19T00:00:03,27.88618,-79.02387,5.2,207.5,214,CELINA STAR,IMO9210086,D5GB9,70,Under way using its engine,243,32,11.5,70,A
367189580,2023-01-19T00:00:08,27.83671,-97.09398,0,17.9,511,SEA OAK,,WDD7669,31,Under way using its engine,22,8,,31,A
368114770,2023-01-19T00:00:00,26.12569,-80.12261,0,360,511,HALCYON,IMO0000000,WDL2723,37,,12,5,,,B
367301010,2023-01-19T00:00:02,41.33972,-88.85228,0,146.4,106,NATHAN GOLDING,,WDD8656,31,Power-driven vessel pushing ahead/towing alongside,22,10,,57,A
368169450,2023-01-19T00:00:00,30.79141,-88.01138,0,74.4,168,CHAD DOUGLAS,,WDL8430,31,Power-driven vessel pushing ahead/towing alongside,27,10,2.9,31,A
538010029,2023-01-19T00:00:03,48.39337,-124.2956,12.7,291.1,292,EMMANUEL P,IMO9290127,V7A5488,71,Under way using its engine,260,32,11.8,71,A
367702290,2023-01-19T00:00:03,38.82965,-90.10826,0,150.6,511,MIKE WEISEND,,WDI4815,31,Power-driven vessel pushing ahead/towing alongside,47,14,,52,A
367797440,2023-01-19T00:00:06,40.45744,-80.03634,2.7,174,168,JAMES R MOREHEAD,,WDJ6406,31,Power-driven vessel pushing ahead/towing alongside,36,10,,57,A
367467170,2023-01-19T00:00:05,29.58051,-94.95972,0.4,360,511,CAPT MARK,,WDF5784,31,Under way using its engine,15,6,,22,A
368264020,2023-01-19T00:00:04,29.30016,-94.83779,0.1,102.5,159,MS.ALICE,IMO0000103,WDN2632,90,Undefined,0,0,2.4,90,A
367360430,2023-01-19T00:00:06,32.70177,-117.16406,6.6,213.6,153,SILVERGATE,,WDE4978,60,Under way using its engine,17,6,,6,A
367129630,2023-01-19T00:00:07,30.52867,-91.20901,5.2,355.2,511,TATE OGLESBY,,WDC2893,31,Under way using its engine,50,11,,32,A
368052580,2023-01-19T00:00:00,29.78976,-95.07302,4.4,268.2,259,WOOD RIVER,IMO101233527,WDK4175,57,Power-driven vessel pushing ahead/towing alongside,114,34,3,57,A
366996630,2023-01-19T00:00:07,30.2098,-91.03761,0,175.1,304,PECOS,,WDC2706,31,Power-driven vessel pushing ahead/towing alongside,21,7,,57,A
